nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:02:00.0
Total memory: 11.90GiB
Free memory: 11.76GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:02:00.0)
epoch: 0, train precision: 0.481468, train loss: 182.921585, valid precision: 0.458203, valid loss: 183.180862
epoch: 1, train precision: 0.627113, train loss: 134.436783, valid precision: 0.593359, valid loss: 141.295197
epoch: 2, train precision: 0.708247, train loss: 107.341499, valid precision: 0.659766, valid loss: 121.537766
epoch: 3, train precision: 0.746848, train loss: 94.160271, valid precision: 0.678906, valid loss: 120.969772
epoch: 4, train precision: 0.783050, train loss: 79.717514, valid precision: 0.684766, valid loss: 122.289085
epoch: 5, train precision: 0.798054, train loss: 73.514671, valid precision: 0.680078, valid loss: 139.600220
epoch: 6, train precision: 0.834492, train loss: 61.895462, valid precision: 0.689062, valid loss: 148.675842
epoch: 7, train precision: 0.838404, train loss: 61.091652, valid precision: 0.678711, valid loss: 177.405304
epoch: 8, train precision: 0.824840, train loss: 70.932922, valid precision: 0.660352, valid loss: 201.133926
epoch: 9, train precision: 0.848561, train loss: 58.376171, valid precision: 0.658594, valid loss: 204.671463
epoch: 10, train precision: 0.868983, train loss: 50.424740, valid precision: 0.658008, valid loss: 209.114105
epoch: 11, train precision: 0.885508, train loss: 46.202560, valid precision: 0.669141, valid loss: 233.998093
epoch: 12, train precision: 0.898536, train loss: 40.058880, valid precision: 0.668555, valid loss: 239.593964
epoch: 13, train precision: 0.915515, train loss: 33.073975, valid precision: 0.674609, valid loss: 244.885162
epoch: 14, train precision: 0.930008, train loss: 28.794939, valid precision: 0.674219, valid loss: 264.125305
epoch: 15, train precision: 0.928814, train loss: 29.356670, valid precision: 0.667383, valid loss: 276.307526
epoch: 16, train precision: 0.924938, train loss: 32.892693, valid precision: 0.661719, valid loss: 311.762299
epoch: 17, train precision: 0.916958, train loss: 36.260777, valid precision: 0.659961, valid loss: 318.875488
epoch: 18, train precision: 0.916159, train loss: 36.384548, valid precision: 0.665820, valid loss: 301.672455
epoch: 19, train precision: 0.929426, train loss: 32.537292, valid precision: 0.666992, valid loss: 325.852600
epoch: 20, train precision: 0.916487, train loss: 39.629147, valid precision: 0.659766, valid loss: 338.626038
