nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:02:00.0
Total memory: 11.90GiB
Free memory: 3.41GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:02:00.0)
epoch: 0, train precision: 0.563622, train loss: 157.827691, valid precision: 0.579400, valid loss: 150.028433
epoch: 1, train precision: 0.652689, train loss: 127.249940, valid precision: 0.668200, valid loss: 122.566470
epoch: 2, train precision: 0.725089, train loss: 101.156337, valid precision: 0.716200, valid loss: 103.769674
epoch: 3, train precision: 0.754978, train loss: 90.553570, valid precision: 0.741600, valid loss: 95.924892
epoch: 4, train precision: 0.788111, train loss: 78.500823, valid precision: 0.755200, valid loss: 87.054594
epoch: 5, train precision: 0.793711, train loss: 77.343334, valid precision: 0.767600, valid loss: 87.029219
epoch: 6, train precision: 0.815022, train loss: 68.316429, valid precision: 0.771800, valid loss: 81.587342
epoch: 7, train precision: 0.823422, train loss: 66.780545, valid precision: 0.778600, valid loss: 81.977354
epoch: 8, train precision: 0.833489, train loss: 61.971275, valid precision: 0.779600, valid loss: 81.074263
epoch: 9, train precision: 0.850156, train loss: 56.848013, valid precision: 0.797400, valid loss: 75.638879
epoch: 10, train precision: 0.859689, train loss: 53.157777, valid precision: 0.790200, valid loss: 75.489873
epoch: 11, train precision: 0.867400, train loss: 50.834673, valid precision: 0.802600, valid loss: 74.040261
epoch: 12, train precision: 0.885444, train loss: 45.039494, valid precision: 0.801400, valid loss: 71.150148
epoch: 13, train precision: 0.882511, train loss: 45.348221, valid precision: 0.801000, valid loss: 73.716424
epoch: 14, train precision: 0.881800, train loss: 44.956023, valid precision: 0.798400, valid loss: 74.968539
epoch: 15, train precision: 0.890111, train loss: 42.985854, valid precision: 0.808200, valid loss: 72.291173
epoch: 16, train precision: 0.902089, train loss: 38.243680, valid precision: 0.805200, valid loss: 73.028303
epoch: 17, train precision: 0.902622, train loss: 39.024952, valid precision: 0.807800, valid loss: 72.368297
epoch: 18, train precision: 0.912956, train loss: 34.656913, valid precision: 0.817000, valid loss: 70.835990
epoch: 19, train precision: 0.913000, train loss: 34.990529, valid precision: 0.811800, valid loss: 71.736661
epoch: 20, train precision: 0.912133, train loss: 34.680874, valid precision: 0.807400, valid loss: 73.840103
