nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:02:00.0
Total memory: 11.90GiB
Free memory: 8.37GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:02:00.0)
epoch: 0, train precision: 0.445556, train loss: 194.034753, valid precision: 0.470800, valid loss: 186.611253
epoch: 1, train precision: 0.528978, train loss: 168.405577, valid precision: 0.547800, valid loss: 164.464934
epoch: 2, train precision: 0.607933, train loss: 141.037703, valid precision: 0.611400, valid loss: 141.439057
epoch: 3, train precision: 0.666200, train loss: 124.141513, valid precision: 0.664200, valid loss: 126.210799
epoch: 4, train precision: 0.694911, train loss: 112.312185, valid precision: 0.682200, valid loss: 117.919445
epoch: 5, train precision: 0.724556, train loss: 102.428801, valid precision: 0.701000, valid loss: 112.196159
epoch: 6, train precision: 0.741800, train loss: 95.657643, valid precision: 0.704600, valid loss: 109.530655
epoch: 7, train precision: 0.746156, train loss: 93.452526, valid precision: 0.708400, valid loss: 107.870836
epoch: 8, train precision: 0.774133, train loss: 84.694052, valid precision: 0.726600, valid loss: 102.872180
epoch: 9, train precision: 0.758867, train loss: 87.372176, valid precision: 0.715400, valid loss: 107.522963
epoch: 10, train precision: 0.790778, train loss: 79.148267, valid precision: 0.730000, valid loss: 102.136355
epoch: 11, train precision: 0.797400, train loss: 75.346244, valid precision: 0.727200, valid loss: 102.420568
epoch: 12, train precision: 0.790044, train loss: 77.594207, valid precision: 0.711400, valid loss: 107.502870
epoch: 13, train precision: 0.806889, train loss: 72.460977, valid precision: 0.726600, valid loss: 104.583167
epoch: 14, train precision: 0.796667, train loss: 76.822866, valid precision: 0.719000, valid loss: 108.819947
epoch: 15, train precision: 0.820133, train loss: 66.663319, valid precision: 0.737200, valid loss: 100.252114
epoch: 16, train precision: 0.831467, train loss: 61.389488, valid precision: 0.743000, valid loss: 102.095160
epoch: 17, train precision: 0.844800, train loss: 58.117611, valid precision: 0.747800, valid loss: 101.131493
epoch: 18, train precision: 0.852600, train loss: 55.749684, valid precision: 0.746000, valid loss: 100.653207
epoch: 19, train precision: 0.852222, train loss: 55.397083, valid precision: 0.755600, valid loss: 99.120329
epoch: 20, train precision: 0.830911, train loss: 62.219535, valid precision: 0.728600, valid loss: 111.862274
