nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:02:00.0
Total memory: 11.90GiB
Free memory: 2.92GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:02:00.0)
epoch: 0, train precision: 0.664089, train loss: 122.341406, valid precision: 0.658800, valid loss: 126.286022
epoch: 1, train precision: 0.762067, train loss: 87.387662, valid precision: 0.729400, valid loss: 102.564743
epoch: 2, train precision: 0.792111, train loss: 75.395708, valid precision: 0.724800, valid loss: 106.036877
epoch: 3, train precision: 0.843556, train loss: 56.501651, valid precision: 0.736800, valid loss: 104.218077
epoch: 4, train precision: 0.877267, train loss: 43.840151, valid precision: 0.737200, valid loss: 111.148785
epoch: 5, train precision: 0.880444, train loss: 44.749994, valid precision: 0.729600, valid loss: 130.465507
epoch: 6, train precision: 0.905711, train loss: 34.971769, valid precision: 0.736200, valid loss: 146.588519
epoch: 7, train precision: 0.943022, train loss: 21.026814, valid precision: 0.750600, valid loss: 151.597196
epoch: 8, train precision: 0.955889, train loss: 16.561481, valid precision: 0.757400, valid loss: 151.229792
epoch: 9, train precision: 0.956089, train loss: 16.546755, valid precision: 0.750200, valid loss: 162.794839
epoch: 10, train precision: 0.959556, train loss: 15.570907, valid precision: 0.746600, valid loss: 184.761999
epoch: 11, train precision: 0.972022, train loss: 10.716192, valid precision: 0.758600, valid loss: 186.712487
epoch: 12, train precision: 0.969756, train loss: 12.044336, valid precision: 0.756200, valid loss: 194.108392
epoch: 13, train precision: 0.976778, train loss: 8.931903, valid precision: 0.758600, valid loss: 185.314110
epoch: 14, train precision: 0.975622, train loss: 9.399094, valid precision: 0.752400, valid loss: 202.753467
epoch: 15, train precision: 0.977867, train loss: 8.763181, valid precision: 0.762000, valid loss: 209.264952
epoch: 16, train precision: 0.966622, train loss: 13.955437, valid precision: 0.751600, valid loss: 231.732931
epoch: 17, train precision: 0.974200, train loss: 11.029336, valid precision: 0.753200, valid loss: 225.879481
epoch: 18, train precision: 0.969111, train loss: 12.918590, valid precision: 0.745200, valid loss: 248.150319
epoch: 19, train precision: 0.982422, train loss: 7.170238, valid precision: 0.765800, valid loss: 227.938247
epoch: 20, train precision: 0.985533, train loss: 5.707488, valid precision: 0.762400, valid loss: 239.029121
epoch: 21, train precision: 0.980911, train loss: 7.656948, valid precision: 0.761400, valid loss: 240.089669
epoch: 22, train precision: 0.977044, train loss: 10.039021, valid precision: 0.758600, valid loss: 252.353412
epoch: 23, train precision: 0.989400, train loss: 4.132435, valid precision: 0.765200, valid loss: 250.165392
epoch: 24, train precision: 0.979556, train loss: 8.815983, valid precision: 0.755600, valid loss: 261.972104
epoch: 25, train precision: 0.982311, train loss: 7.372639, valid precision: 0.765600, valid loss: 243.938558
epoch: 26, train precision: 0.985822, train loss: 6.163666, valid precision: 0.759600, valid loss: 260.337656
epoch: 27, train precision: 0.987533, train loss: 5.384090, valid precision: 0.769400, valid loss: 270.620322
epoch: 28, train precision: 0.987422, train loss: 5.549578, valid precision: 0.765800, valid loss: 270.633121
epoch: 29, train precision: 0.987733, train loss: 4.671636, valid precision: 0.762600, valid loss: 257.242214
epoch: 30, train precision: 0.991889, train loss: 3.388524, valid precision: 0.769600, valid loss: 273.594964
epoch: 31, train precision: 0.990711, train loss: 4.244258, valid precision: 0.770400, valid loss: 293.980207
epoch: 32, train precision: 0.986489, train loss: 5.664842, valid precision: 0.758400, valid loss: 284.424356
epoch: 33, train precision: 0.983711, train loss: 7.374712, valid precision: 0.756400, valid loss: 305.316156
epoch: 34, train precision: 0.989511, train loss: 4.372500, valid precision: 0.768200, valid loss: 276.322917
epoch: 35, train precision: 0.988133, train loss: 5.464525, valid precision: 0.756400, valid loss: 305.832841
epoch: 36, train precision: 0.986044, train loss: 6.935059, valid precision: 0.757800, valid loss: 304.502335
epoch: 37, train precision: 0.984622, train loss: 7.262608, valid precision: 0.752000, valid loss: 309.782627
epoch: 38, train precision: 0.991400, train loss: 3.769011, valid precision: 0.762600, valid loss: 291.379549
epoch: 39, train precision: 0.991156, train loss: 3.849672, valid precision: 0.757600, valid loss: 297.990849
epoch: 40, train precision: 0.986311, train loss: 6.424581, valid precision: 0.751400, valid loss: 327.094879
epoch: 41, train precision: 0.993911, train loss: 2.720197, valid precision: 0.770200, valid loss: 303.978366
epoch: 42, train precision: 0.990667, train loss: 4.489458, valid precision: 0.763000, valid loss: 339.723234
epoch: 43, train precision: 0.991222, train loss: 4.211101, valid precision: 0.763200, valid loss: 334.323855
epoch: 44, train precision: 0.991822, train loss: 4.205660, valid precision: 0.761200, valid loss: 347.582536
epoch: 45, train precision: 0.982267, train loss: 9.226158, valid precision: 0.763400, valid loss: 350.213449
epoch: 46, train precision: 0.989711, train loss: 5.281509, valid precision: 0.758200, valid loss: 341.464486
epoch: 47, train precision: 0.987600, train loss: 6.836585, valid precision: 0.755800, valid loss: 354.044267
epoch: 48, train precision: 0.983822, train loss: 9.365362, valid precision: 0.756800, valid loss: 357.535743
epoch: 49, train precision: 0.991333, train loss: 4.197345, valid precision: 0.758600, valid loss: 348.514749
epoch: 50, train precision: 0.991533, train loss: 3.920881, valid precision: 0.760600, valid loss: 364.685360
epoch: 51, train precision: 0.994222, train loss: 2.703838, valid precision: 0.766200, valid loss: 352.756460
epoch: 52, train precision: 0.993867, train loss: 2.868523, valid precision: 0.766600, valid loss: 342.101423
epoch: 53, train precision: 0.993044, train loss: 3.394573, valid precision: 0.757600, valid loss: 388.674803
epoch: 54, train precision: 0.990533, train loss: 5.139610, valid precision: 0.751600, valid loss: 397.967192
epoch: 55, train precision: 0.995089, train loss: 2.205865, valid precision: 0.762200, valid loss: 368.100800
epoch: 56, train precision: 0.990000, train loss: 5.330118, valid precision: 0.754000, valid loss: 399.077990
epoch: 57, train precision: 0.993978, train loss: 3.041804, valid precision: 0.765200, valid loss: 383.303336
epoch: 58, train precision: 0.992733, train loss: 4.199193, valid precision: 0.758400, valid loss: 433.783775
epoch: 59, train precision: 0.984711, train loss: 9.571214, valid precision: 0.751800, valid loss: 432.082447
epoch: 60, train precision: 0.991978, train loss: 4.130414, valid precision: 0.749600, valid loss: 420.957333
epoch: 61, train precision: 0.993467, train loss: 3.270539, valid precision: 0.756200, valid loss: 422.857487
epoch: 62, train precision: 0.991267, train loss: 5.511959, valid precision: 0.756600, valid loss: 427.006255
epoch: 63, train precision: 0.993222, train loss: 3.718276, valid precision: 0.761400, valid loss: 411.617493
epoch: 64, train precision: 0.991844, train loss: 4.280370, valid precision: 0.758600, valid loss: 438.448285
epoch: 65, train precision: 0.992978, train loss: 3.876548, valid precision: 0.756600, valid loss: 437.667529
epoch: 66, train precision: 0.989267, train loss: 5.666975, valid precision: 0.753200, valid loss: 439.074463
epoch: 67, train precision: 0.995089, train loss: 2.617706, valid precision: 0.768200, valid loss: 446.645473
epoch: 68, train precision: 0.990356, train loss: 5.233836, valid precision: 0.759800, valid loss: 472.000632
epoch: 69, train precision: 0.993022, train loss: 4.104132, valid precision: 0.766800, valid loss: 463.650225
epoch: 70, train precision: 0.994556, train loss: 2.949654, valid precision: 0.757400, valid loss: 457.695301
epoch: 71, train precision: 0.996289, train loss: 1.962538, valid precision: 0.766600, valid loss: 441.275428
epoch: 72, train precision: 0.995089, train loss: 3.083193, valid precision: 0.758600, valid loss: 462.735410
epoch: 73, train precision: 0.993600, train loss: 4.103880, valid precision: 0.754800, valid loss: 500.787548
epoch: 74, train precision: 0.990000, train loss: 6.230548, valid precision: 0.748600, valid loss: 536.446320
epoch: 75, train precision: 0.995467, train loss: 2.472581, valid precision: 0.761400, valid loss: 477.112315
epoch: 76, train precision: 0.996867, train loss: 1.717543, valid precision: 0.764200, valid loss: 472.318155
epoch: 77, train precision: 0.994867, train loss: 3.446579, valid precision: 0.758400, valid loss: 499.140113
epoch: 78, train precision: 0.990378, train loss: 5.699730, valid precision: 0.751400, valid loss: 503.098125
epoch: 79, train precision: 0.992689, train loss: 4.475758, valid precision: 0.757000, valid loss: 529.137891
epoch: 80, train precision: 0.993222, train loss: 4.447221, valid precision: 0.763600, valid loss: 514.214317
epoch: 81, train precision: 0.995844, train loss: 2.278537, valid precision: 0.764200, valid loss: 502.027249
epoch: 82, train precision: 0.993044, train loss: 4.763976, valid precision: 0.762600, valid loss: 514.164104
epoch: 83, train precision: 0.994889, train loss: 3.172881, valid precision: 0.755800, valid loss: 557.709358
epoch: 84, train precision: 0.994911, train loss: 2.999881, valid precision: 0.763000, valid loss: 516.774205
epoch: 85, train precision: 0.995844, train loss: 2.505416, valid precision: 0.754800, valid loss: 556.533882
epoch: 86, train precision: 0.993689, train loss: 4.309863, valid precision: 0.760000, valid loss: 564.351911
epoch: 87, train precision: 0.995022, train loss: 3.109289, valid precision: 0.758400, valid loss: 579.711304
epoch: 88, train precision: 0.993756, train loss: 4.320382, valid precision: 0.754600, valid loss: 591.686775
epoch: 89, train precision: 0.993356, train loss: 4.595403, valid precision: 0.750400, valid loss: 594.709249
epoch: 90, train precision: 0.994089, train loss: 3.777430, valid precision: 0.755800, valid loss: 563.085413
epoch: 91, train precision: 0.996600, train loss: 2.397456, valid precision: 0.759600, valid loss: 573.180500
epoch: 92, train precision: 0.995067, train loss: 3.479548, valid precision: 0.754800, valid loss: 581.048430
epoch: 93, train precision: 0.991333, train loss: 6.557716, valid precision: 0.747400, valid loss: 616.913948
