nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:02:00.0
Total memory: 11.90GiB
Free memory: 6.76GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:02:00.0)
epoch: 0, train precision: 0.591178, train loss: 165.828884, valid precision: 0.606200, valid loss: 161.205688
epoch: 1, train precision: 0.669044, train loss: 135.146415, valid precision: 0.675600, valid loss: 131.782451
epoch: 2, train precision: 0.720422, train loss: 114.561645, valid precision: 0.720200, valid loss: 112.902497
epoch: 3, train precision: 0.755356, train loss: 100.353768, valid precision: 0.750600, valid loss: 101.482738
epoch: 4, train precision: 0.777222, train loss: 90.843918, valid precision: 0.758000, valid loss: 94.712639
epoch: 5, train precision: 0.791444, train loss: 84.317604, valid precision: 0.777800, valid loss: 89.135103
epoch: 6, train precision: 0.797133, train loss: 81.304261, valid precision: 0.772800, valid loss: 87.529231
epoch: 7, train precision: 0.822578, train loss: 72.947290, valid precision: 0.785000, valid loss: 81.347575
epoch: 8, train precision: 0.826489, train loss: 70.295006, valid precision: 0.797000, valid loss: 78.687832
epoch: 9, train precision: 0.835622, train loss: 66.318782, valid precision: 0.794200, valid loss: 76.428543
epoch: 10, train precision: 0.854022, train loss: 60.396441, valid precision: 0.815400, valid loss: 71.773138
epoch: 11, train precision: 0.857956, train loss: 58.831598, valid precision: 0.813800, valid loss: 71.597704
epoch: 12, train precision: 0.864667, train loss: 55.761705, valid precision: 0.814200, valid loss: 69.637164
epoch: 13, train precision: 0.866911, train loss: 54.403364, valid precision: 0.822800, valid loss: 69.360605
epoch: 14, train precision: 0.876756, train loss: 50.989423, valid precision: 0.822800, valid loss: 67.939261
epoch: 15, train precision: 0.884022, train loss: 48.713151, valid precision: 0.826800, valid loss: 65.319515
epoch: 16, train precision: 0.884867, train loss: 47.774813, valid precision: 0.826000, valid loss: 66.166112
epoch: 17, train precision: 0.889533, train loss: 46.193442, valid precision: 0.825400, valid loss: 65.369189
epoch: 18, train precision: 0.897289, train loss: 43.551277, valid precision: 0.831000, valid loss: 63.881966
epoch: 19, train precision: 0.898044, train loss: 43.139087, valid precision: 0.833000, valid loss: 63.537688
epoch: 20, train precision: 0.905467, train loss: 40.663555, valid precision: 0.835000, valid loss: 61.216253
