nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 3.19GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 2454 get requests, put_count=2344 evicted_count=1000 eviction_rate=0.426621 and unsatisfied allocation rate=0.493073
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 100 to 110
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 13906 get requests, put_count=13940 evicted_count=1000 eviction_rate=0.071736 and unsatisfied allocation rate=0.0711204
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 256 to 281
epoch{0}, iter[352], train loss: 257.897225, valid precision: 0.322400, valid loss: 230.268925
epoch{1}, iter[704], train loss: 231.596564, valid precision: 0.336400, valid loss: 223.951528
epoch{2}, iter[1056], train loss: 219.177125, valid precision: 0.396600, valid loss: 206.112326
epoch{3}, iter[1408], train loss: 205.122371, valid precision: 0.446800, valid loss: 189.841838
epoch{4}, iter[1760], train loss: 189.091316, valid precision: 0.504000, valid loss: 174.347391
epoch{5}, iter[2112], train loss: 178.237406, valid precision: 0.531200, valid loss: 166.615980
epoch{6}, iter[2464], train loss: 171.027883, valid precision: 0.550400, valid loss: 159.399336
epoch{7}, iter[2816], train loss: 164.956522, valid precision: 0.559000, valid loss: 155.755130
epoch{8}, iter[3168], train loss: 160.488225, valid precision: 0.582400, valid loss: 150.330007
epoch{9}, iter[3520], train loss: 155.468298, valid precision: 0.602200, valid loss: 142.061308
epoch{10}, iter[3872], train loss: 151.490626, valid precision: 0.614000, valid loss: 137.689205
epoch{11}, iter[4224], train loss: 147.543307, valid precision: 0.619600, valid loss: 137.631390
epoch{12}, iter[4576], train loss: 143.462245, valid precision: 0.639000, valid loss: 133.733816
epoch{13}, iter[4928], train loss: 140.994593, valid precision: 0.648200, valid loss: 130.569234
epoch{14}, iter[5280], train loss: 138.616162, valid precision: 0.656000, valid loss: 127.189861
epoch{15}, iter[5632], train loss: 135.856763, valid precision: 0.666400, valid loss: 125.351484
epoch{16}, iter[5984], train loss: 133.508425, valid precision: 0.676000, valid loss: 120.792973
epoch{17}, iter[6336], train loss: 132.271301, valid precision: 0.681600, valid loss: 120.532387
epoch{18}, iter[6688], train loss: 129.406996, valid precision: 0.682800, valid loss: 120.855010
epoch{19}, iter[7040], train loss: 127.932488, valid precision: 0.686400, valid loss: 118.540135
epoch{20}, iter[7392], train loss: 126.282579, valid precision: 0.688200, valid loss: 117.916555
epoch{21}, iter[7744], train loss: 124.395568, valid precision: 0.700400, valid loss: 112.761991
epoch{22}, iter[8096], train loss: 123.174315, valid precision: 0.694800, valid loss: 114.242142
epoch{23}, iter[8448], train loss: 121.040030, valid precision: 0.701800, valid loss: 112.304058
epoch{24}, iter[8800], train loss: 120.422808, valid precision: 0.708000, valid loss: 110.601797
epoch{25}, iter[9152], train loss: 118.045064, valid precision: 0.715200, valid loss: 110.163199
epoch{26}, iter[9504], train loss: 116.518480, valid precision: 0.707800, valid loss: 109.533834
epoch{27}, iter[9856], train loss: 115.728257, valid precision: 0.722600, valid loss: 105.478356
epoch{28}, iter[10208], train loss: 114.513434, valid precision: 0.724600, valid loss: 102.287707
epoch{29}, iter[10560], train loss: 113.126516, valid precision: 0.716200, valid loss: 105.964597
