nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 3.19GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 7700 get requests, put_count=7684 evicted_count=1000 eviction_rate=0.130141 and unsatisfied allocation rate=0.144935
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 100 to 110
epoch{0}, iter[352], train loss: 234.774007, valid precision: 0.427200, valid loss: 196.702932
epoch{1}, iter[704], train loss: 177.895856, valid precision: 0.594400, valid loss: 145.979702
epoch{2}, iter[1056], train loss: 148.579761, valid precision: 0.629000, valid loss: 133.889424
epoch{3}, iter[1408], train loss: 135.273146, valid precision: 0.675600, valid loss: 117.830287
epoch{4}, iter[1760], train loss: 124.617280, valid precision: 0.703400, valid loss: 110.150502
epoch{5}, iter[2112], train loss: 115.789254, valid precision: 0.717600, valid loss: 102.566273
epoch{6}, iter[2464], train loss: 109.344368, valid precision: 0.734600, valid loss: 98.037790
epoch{7}, iter[2816], train loss: 103.217100, valid precision: 0.750200, valid loss: 91.752898
epoch{8}, iter[3168], train loss: 99.446391, valid precision: 0.758400, valid loss: 89.620559
epoch{9}, iter[3520], train loss: 95.121900, valid precision: 0.762800, valid loss: 86.657192
epoch{10}, iter[3872], train loss: 92.077454, valid precision: 0.776000, valid loss: 83.004031
epoch{11}, iter[4224], train loss: 89.734040, valid precision: 0.783000, valid loss: 81.707664
epoch{12}, iter[4576], train loss: 87.674187, valid precision: 0.776000, valid loss: 82.850846
epoch{13}, iter[4928], train loss: 84.222750, valid precision: 0.787000, valid loss: 79.710789
epoch{14}, iter[5280], train loss: 82.207894, valid precision: 0.791200, valid loss: 79.366473
epoch{15}, iter[5632], train loss: 81.237899, valid precision: 0.790800, valid loss: 78.087385
epoch{16}, iter[5984], train loss: 79.323368, valid precision: 0.797200, valid loss: 76.826698
epoch{17}, iter[6336], train loss: 77.415130, valid precision: 0.794800, valid loss: 76.057360
epoch{18}, iter[6688], train loss: 76.461632, valid precision: 0.801400, valid loss: 75.736076
epoch{19}, iter[7040], train loss: 74.818089, valid precision: 0.816600, valid loss: 72.188032
epoch{20}, iter[7392], train loss: 73.935976, valid precision: 0.810000, valid loss: 72.968880
epoch{21}, iter[7744], train loss: 72.974470, valid precision: 0.804600, valid loss: 73.627071
epoch{22}, iter[8096], train loss: 72.093757, valid precision: 0.817600, valid loss: 70.361015
epoch{23}, iter[8448], train loss: 70.900610, valid precision: 0.820600, valid loss: 70.263509
epoch{24}, iter[8800], train loss: 70.168983, valid precision: 0.818800, valid loss: 70.313642
epoch{25}, iter[9152], train loss: 69.192745, valid precision: 0.815600, valid loss: 71.426976
