nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 5.98GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
epoch{0}, iter[352], train loss: 210.609760, valid precision: 0.533000, valid loss: 168.196443
epoch{1}, iter[704], train loss: 160.022748, valid precision: 0.639800, valid loss: 134.600421
epoch{2}, iter[1056], train loss: 137.487724, valid precision: 0.674400, valid loss: 119.804824
epoch{3}, iter[1408], train loss: 123.646580, valid precision: 0.700400, valid loss: 111.726288
epoch{4}, iter[1760], train loss: 115.348591, valid precision: 0.717200, valid loss: 103.980613
epoch{5}, iter[2112], train loss: 108.245034, valid precision: 0.743200, valid loss: 95.226501
epoch{6}, iter[2464], train loss: 103.515955, valid precision: 0.746200, valid loss: 92.942254
epoch{7}, iter[2816], train loss: 99.885409, valid precision: 0.750600, valid loss: 91.642609
epoch{8}, iter[3168], train loss: 95.943444, valid precision: 0.753000, valid loss: 90.997155
epoch{9}, iter[3520], train loss: 93.589481, valid precision: 0.773800, valid loss: 85.093345
epoch{10}, iter[3872], train loss: 91.070112, valid precision: 0.766800, valid loss: 84.882887
epoch{11}, iter[4224], train loss: 89.222804, valid precision: 0.775400, valid loss: 82.115729
epoch{12}, iter[4576], train loss: 88.047733, valid precision: 0.778800, valid loss: 80.825352
epoch{13}, iter[4928], train loss: 86.047942, valid precision: 0.785800, valid loss: 79.922705
epoch{14}, iter[5280], train loss: 84.814109, valid precision: 0.788600, valid loss: 78.980414
epoch{15}, iter[5632], train loss: 82.268993, valid precision: 0.788200, valid loss: 78.769050
epoch{16}, iter[5984], train loss: 81.528895, valid precision: 0.793400, valid loss: 77.054377
epoch{17}, iter[6336], train loss: 80.749568, valid precision: 0.792400, valid loss: 76.311572
epoch{18}, iter[6688], train loss: 79.791000, valid precision: 0.799800, valid loss: 75.114507
epoch{19}, iter[7040], train loss: 78.726608, valid precision: 0.792200, valid loss: 77.266442
epoch{20}, iter[7392], train loss: 78.539932, valid precision: 0.800800, valid loss: 74.669639
epoch{21}, iter[7744], train loss: 76.777266, valid precision: 0.800200, valid loss: 75.012784
epoch{22}, iter[8096], train loss: 77.110604, valid precision: 0.807800, valid loss: 73.200187
