nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 11.76GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
epoch{0}, iter[352], train loss: 162.645941, valid precision: 0.579200, valid loss: 155.016691
epoch{1}, iter[704], train loss: 125.472732, valid precision: 0.666800, valid loss: 122.708405
epoch{2}, iter[1056], train loss: 110.357193, valid precision: 0.700800, valid loss: 112.150870
epoch{3}, iter[1408], train loss: 98.985063, valid precision: 0.725200, valid loss: 102.415885
epoch{4}, iter[1760], train loss: 93.624701, valid precision: 0.740400, valid loss: 99.973570
epoch{5}, iter[2112], train loss: 87.627761, valid precision: 0.753400, valid loss: 99.360961
epoch{6}, iter[2464], train loss: 85.801869, valid precision: 0.761400, valid loss: 98.027328
epoch{7}, iter[2816], train loss: 85.451747, valid precision: 0.763400, valid loss: 96.567763
epoch{8}, iter[3168], train loss: 79.823863, valid precision: 0.776400, valid loss: 92.715460
epoch{9}, iter[3520], train loss: 78.619742, valid precision: 0.786600, valid loss: 92.364366
epoch{10}, iter[3872], train loss: 76.694514, valid precision: 0.787000, valid loss: 93.102708
epoch{11}, iter[4224], train loss: 75.652345, valid precision: 0.793200, valid loss: 92.947672
epoch{12}, iter[4576], train loss: 75.064344, valid precision: 0.800200, valid loss: 92.591639
epoch{13}, iter[4928], train loss: 75.339304, valid precision: 0.797000, valid loss: 94.302424
epoch{14}, iter[5280], train loss: 75.815794, valid precision: 0.798000, valid loss: 94.060040
epoch{15}, iter[5632], train loss: 73.235769, valid precision: 0.802400, valid loss: 93.855031
epoch{16}, iter[5984], train loss: 73.824529, valid precision: 0.805800, valid loss: 94.578703
epoch{17}, iter[6336], train loss: 75.642130, valid precision: 0.801800, valid loss: 95.271610
epoch{18}, iter[6688], train loss: 72.338892, valid precision: 0.817000, valid loss: 92.647664
epoch{19}, iter[7040], train loss: 73.913636, valid precision: 0.809800, valid loss: 94.280686
epoch{20}, iter[7392], train loss: 71.551402, valid precision: 0.818200, valid loss: 93.189632
epoch{21}, iter[7744], train loss: 71.178853, valid precision: 0.813800, valid loss: 93.343218
epoch{22}, iter[8096], train loss: 71.201727, valid precision: 0.821000, valid loss: 94.644365
epoch{23}, iter[8448], train loss: 70.488160, valid precision: 0.826000, valid loss: 92.904720
epoch{24}, iter[8800], train loss: 69.423734, valid precision: 0.832000, valid loss: 92.704032
