nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 5.98GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
epoch{0}, iter[352], train loss: 223.640305, valid precision: 0.585800, valid loss: 150.675879
epoch{1}, iter[704], train loss: 153.469218, valid precision: 0.675400, valid loss: 120.267235
epoch{2}, iter[1056], train loss: 134.285220, valid precision: 0.716800, valid loss: 107.544815
epoch{3}, iter[1408], train loss: 124.779285, valid precision: 0.734400, valid loss: 101.536792
epoch{4}, iter[1760], train loss: 118.353419, valid precision: 0.750400, valid loss: 96.696537
epoch{5}, iter[2112], train loss: 114.090895, valid precision: 0.762400, valid loss: 93.906687
epoch{6}, iter[2464], train loss: 111.174928, valid precision: 0.764400, valid loss: 94.915735
epoch{7}, iter[2816], train loss: 108.690406, valid precision: 0.772400, valid loss: 93.250141
epoch{8}, iter[3168], train loss: 108.272722, valid precision: 0.782200, valid loss: 91.335906
epoch{9}, iter[3520], train loss: 106.121645, valid precision: 0.787000, valid loss: 92.247836
epoch{10}, iter[3872], train loss: 105.022203, valid precision: 0.797400, valid loss: 90.846639
epoch{11}, iter[4224], train loss: 104.388759, valid precision: 0.798600, valid loss: 91.861086
epoch{12}, iter[4576], train loss: 104.135139, valid precision: 0.799400, valid loss: 93.336613
epoch{13}, iter[4928], train loss: 103.651167, valid precision: 0.792400, valid loss: 92.170533
epoch{14}, iter[5280], train loss: 102.583182, valid precision: 0.798000, valid loss: 92.555000
epoch{15}, iter[5632], train loss: 103.389106, valid precision: 0.804400, valid loss: 93.957906
epoch{16}, iter[5984], train loss: 102.177568, valid precision: 0.795400, valid loss: 96.630636
epoch{17}, iter[6336], train loss: 101.979211, valid precision: 0.814200, valid loss: 93.216692
epoch{18}, iter[6688], train loss: 102.573488, valid precision: 0.810400, valid loss: 94.441042
epoch{19}, iter[7040], train loss: 101.484041, valid precision: 0.811800, valid loss: 93.239623
epoch{20}, iter[7392], train loss: 101.034778, valid precision: 0.808200, valid loss: 96.284862
epoch{21}, iter[7744], train loss: 100.575198, valid precision: 0.811200, valid loss: 97.271025
epoch{22}, iter[8096], train loss: 100.858449, valid precision: 0.815400, valid loss: 95.753124
epoch{23}, iter[8448], train loss: 99.820705, valid precision: 0.817000, valid loss: 96.109462
epoch{24}, iter[8800], train loss: 99.325988, valid precision: 0.822800, valid loss: 93.662622
epoch{25}, iter[9152], train loss: 99.020027, valid precision: 0.822000, valid loss: 93.962593
epoch{26}, iter[9504], train loss: 98.003488, valid precision: 0.826000, valid loss: 93.033256
epoch{27}, iter[9856], train loss: 97.239029, valid precision: 0.818400, valid loss: 96.292645
epoch{28}, iter[10208], train loss: 97.124167, valid precision: 0.827800, valid loss: 94.795556
epoch{29}, iter[10560], train loss: 96.928341, valid precision: 0.825000, valid loss: 96.406502
epoch{30}, iter[10912], train loss: 95.334618, valid precision: 0.829400, valid loss: 96.262434
epoch{31}, iter[11264], train loss: 95.022707, valid precision: 0.824000, valid loss: 95.309195
epoch{32}, iter[11616], train loss: 95.692441, valid precision: 0.828400, valid loss: 95.469793
epoch{33}, iter[11968], train loss: 95.232355, valid precision: 0.829200, valid loss: 96.142050
epoch{34}, iter[12320], train loss: 94.488806, valid precision: 0.831600, valid loss: 95.094797
epoch{35}, iter[12672], train loss: 94.133894, valid precision: 0.837400, valid loss: 94.450890
epoch{36}, iter[13024], train loss: 92.430391, valid precision: 0.837600, valid loss: 95.290517
epoch{37}, iter[13376], train loss: 92.499015, valid precision: 0.833800, valid loss: 94.810045
epoch{38}, iter[13728], train loss: 92.011431, valid precision: 0.834000, valid loss: 95.827314
epoch{39}, iter[14080], train loss: 92.837441, valid precision: 0.840000, valid loss: 92.400172
epoch{40}, iter[14432], train loss: 91.778272, valid precision: 0.842800, valid loss: 90.558810
epoch{41}, iter[14784], train loss: 90.757206, valid precision: 0.835200, valid loss: 92.620560
epoch{42}, iter[15136], train loss: 91.886798, valid precision: 0.838400, valid loss: 93.329708
epoch{43}, iter[15488], train loss: 89.865216, valid precision: 0.838000, valid loss: 91.911036
epoch{44}, iter[15840], train loss: 89.343947, valid precision: 0.825200, valid loss: 96.492420
epoch{45}, iter[16192], train loss: 89.359835, valid precision: 0.844400, valid loss: 92.157755
epoch{46}, iter[16544], train loss: 88.841289, valid precision: 0.839000, valid loss: 92.635616
epoch{47}, iter[16896], train loss: 88.797067, valid precision: 0.839800, valid loss: 93.965039
epoch{48}, iter[17248], train loss: 88.645795, valid precision: 0.842200, valid loss: 92.273748
epoch{49}, iter[17600], train loss: 88.516987, valid precision: 0.837000, valid loss: 94.543249
epoch{50}, iter[17952], train loss: 86.955785, valid precision: 0.843400, valid loss: 92.031064
epoch{51}, iter[18304], train loss: 87.490508, valid precision: 0.839400, valid loss: 92.646086
epoch{52}, iter[18656], train loss: 88.162639, valid precision: 0.842800, valid loss: 92.819361
epoch{53}, iter[19008], train loss: 86.336890, valid precision: 0.839000, valid loss: 92.775521
epoch{54}, iter[19360], train loss: 87.287595, valid precision: 0.846800, valid loss: 90.553606
epoch{55}, iter[19712], train loss: 85.407948, valid precision: 0.849000, valid loss: 91.958485
epoch{56}, iter[20064], train loss: 85.699921, valid precision: 0.840400, valid loss: 92.890413
epoch{57}, iter[20416], train loss: 85.764107, valid precision: 0.847800, valid loss: 89.800744
epoch{58}, iter[20768], train loss: 85.264405, valid precision: 0.844000, valid loss: 90.921665
epoch{59}, iter[21120], train loss: 84.143751, valid precision: 0.845000, valid loss: 93.348217
epoch{60}, iter[21472], train loss: 85.066686, valid precision: 0.841200, valid loss: 92.422133
epoch{61}, iter[21824], train loss: 84.904894, valid precision: 0.847200, valid loss: 88.959335
epoch{62}, iter[22176], train loss: 82.973629, valid precision: 0.849400, valid loss: 89.825714
epoch{63}, iter[22528], train loss: 83.584044, valid precision: 0.848800, valid loss: 91.533655
epoch{64}, iter[22880], train loss: 82.881450, valid precision: 0.848800, valid loss: 91.211720
epoch{65}, iter[23232], train loss: 82.417930, valid precision: 0.852400, valid loss: 90.160145
epoch{66}, iter[23584], train loss: 81.847819, valid precision: 0.843800, valid loss: 90.893954
epoch{67}, iter[23936], train loss: 82.255086, valid precision: 0.843400, valid loss: 91.318999
epoch{68}, iter[24288], train loss: 82.268890, valid precision: 0.853000, valid loss: 91.491882
epoch{69}, iter[24640], train loss: 82.308334, valid precision: 0.851400, valid loss: 89.217269
epoch{70}, iter[24992], train loss: 82.093797, valid precision: 0.850400, valid loss: 90.576166
epoch{71}, iter[25344], train loss: 81.390158, valid precision: 0.847200, valid loss: 92.485122
epoch{72}, iter[25696], train loss: 82.282632, valid precision: 0.848000, valid loss: 91.404745
epoch{73}, iter[26048], train loss: 81.252788, valid precision: 0.851800, valid loss: 90.445400
epoch{74}, iter[26400], train loss: 81.914256, valid precision: 0.851200, valid loss: 90.397953
epoch{75}, iter[26752], train loss: 80.661742, valid precision: 0.850200, valid loss: 90.828303
epoch{76}, iter[27104], train loss: 80.655905, valid precision: 0.850800, valid loss: 88.920289
epoch{77}, iter[27456], train loss: 79.654314, valid precision: 0.851400, valid loss: 89.990184
epoch{78}, iter[27808], train loss: 80.023940, valid precision: 0.844400, valid loss: 92.476094
epoch{79}, iter[28160], train loss: 80.145234, valid precision: 0.856200, valid loss: 89.167598
epoch{80}, iter[28512], train loss: 79.892179, valid precision: 0.859600, valid loss: 89.781679
epoch{81}, iter[28864], train loss: 79.452607, valid precision: 0.849800, valid loss: 90.775861
epoch{82}, iter[29216], train loss: 78.312537, valid precision: 0.846800, valid loss: 91.422822
epoch{83}, iter[29568], train loss: 78.784790, valid precision: 0.852800, valid loss: 91.368732
epoch{84}, iter[29920], train loss: 78.517757, valid precision: 0.854600, valid loss: 89.093527
epoch{85}, iter[30272], train loss: 78.441800, valid precision: 0.846600, valid loss: 90.393052
epoch{86}, iter[30624], train loss: 79.095642, valid precision: 0.853800, valid loss: 90.505123
epoch{87}, iter[30976], train loss: 77.529648, valid precision: 0.850200, valid loss: 90.563631
epoch{88}, iter[31328], train loss: 78.190758, valid precision: 0.852000, valid loss: 89.613036
epoch{89}, iter[31680], train loss: 77.343772, valid precision: 0.848000, valid loss: 91.393425
epoch{90}, iter[32032], train loss: 77.784831, valid precision: 0.851600, valid loss: 91.553030
epoch{91}, iter[32384], train loss: 77.295419, valid precision: 0.854200, valid loss: 89.213595
epoch{92}, iter[32736], train loss: 77.496866, valid precision: 0.855400, valid loss: 89.574512
epoch{93}, iter[33088], train loss: 77.467964, valid precision: 0.853000, valid loss: 90.462855
epoch{94}, iter[33440], train loss: 76.360424, valid precision: 0.852400, valid loss: 90.951224
epoch{95}, iter[33792], train loss: 77.306124, valid precision: 0.851200, valid loss: 90.234372
epoch{96}, iter[34144], train loss: 76.468173, valid precision: 0.851800, valid loss: 90.110533
epoch{97}, iter[34496], train loss: 76.383876, valid precision: 0.853400, valid loss: 91.254155
epoch{98}, iter[34848], train loss: 76.057665, valid precision: 0.852600, valid loss: 89.891374
epoch{99}, iter[35200], train loss: 76.472902, valid precision: 0.850200, valid loss: 90.545729
epoch{100}, iter[35552], train loss: 75.947200, valid precision: 0.848200, valid loss: 91.071925
epoch{101}, iter[35904], train loss: 75.712747, valid precision: 0.853800, valid loss: 91.405577
epoch{102}, iter[36256], train loss: 75.706622, valid precision: 0.848200, valid loss: 90.068193
epoch{103}, iter[36608], train loss: 75.370196, valid precision: 0.857400, valid loss: 89.878864
epoch{104}, iter[36960], train loss: 74.924820, valid precision: 0.855000, valid loss: 89.121463
epoch{105}, iter[37312], train loss: 74.966176, valid precision: 0.848000, valid loss: 92.448636
epoch{106}, iter[37664], train loss: 75.390913, valid precision: 0.851400, valid loss: 90.133263
epoch{107}, iter[38016], train loss: 75.144968, valid precision: 0.853400, valid loss: 90.169351
epoch{108}, iter[38368], train loss: 74.773806, valid precision: 0.850400, valid loss: 89.793538
epoch{109}, iter[38720], train loss: 74.326066, valid precision: 0.855000, valid loss: 90.679645
epoch{110}, iter[39072], train loss: 75.395865, valid precision: 0.854000, valid loss: 88.901843
epoch{111}, iter[39424], train loss: 75.135098, valid precision: 0.858000, valid loss: 89.686324
epoch{112}, iter[39776], train loss: 73.535998, valid precision: 0.853400, valid loss: 90.553695
epoch{113}, iter[40128], train loss: 74.677803, valid precision: 0.855000, valid loss: 90.090695
epoch{114}, iter[40480], train loss: 72.995517, valid precision: 0.855400, valid loss: 92.105915
epoch{115}, iter[40832], train loss: 73.497728, valid precision: 0.858600, valid loss: 87.909044
epoch{116}, iter[41184], train loss: 73.882510, valid precision: 0.860800, valid loss: 89.825204
epoch{117}, iter[41536], train loss: 74.310705, valid precision: 0.859200, valid loss: 90.450304
epoch{118}, iter[41888], train loss: 73.661834, valid precision: 0.851000, valid loss: 93.012669
epoch{119}, iter[42240], train loss: 73.011176, valid precision: 0.853600, valid loss: 90.773360
epoch{120}, iter[42592], train loss: 72.838448, valid precision: 0.858200, valid loss: 89.454973
epoch{121}, iter[42944], train loss: 73.162392, valid precision: 0.856600, valid loss: 90.148896
epoch{122}, iter[43296], train loss: 74.069763, valid precision: 0.854200, valid loss: 89.085478
epoch{123}, iter[43648], train loss: 73.066719, valid precision: 0.857000, valid loss: 90.401124
epoch{124}, iter[44000], train loss: 72.671370, valid precision: 0.854000, valid loss: 91.141320
epoch{125}, iter[44352], train loss: 72.716619, valid precision: 0.863200, valid loss: 89.507263
epoch{126}, iter[44704], train loss: 71.924309, valid precision: 0.854400, valid loss: 90.684860
epoch{127}, iter[45056], train loss: 72.037632, valid precision: 0.853000, valid loss: 89.833342
epoch{128}, iter[45408], train loss: 72.190748, valid precision: 0.852600, valid loss: 91.038625
epoch{129}, iter[45760], train loss: 72.824432, valid precision: 0.854400, valid loss: 90.179841
epoch{130}, iter[46112], train loss: 72.558432, valid precision: 0.856200, valid loss: 90.773485
epoch{131}, iter[46464], train loss: 71.664703, valid precision: 0.857200, valid loss: 89.526602
epoch{132}, iter[46816], train loss: 71.649507, valid precision: 0.850600, valid loss: 90.043849
epoch{133}, iter[47168], train loss: 71.389727, valid precision: 0.855800, valid loss: 91.462433
epoch{134}, iter[47520], train loss: 71.486898, valid precision: 0.856800, valid loss: 92.278538
epoch{135}, iter[47872], train loss: 71.552733, valid precision: 0.850600, valid loss: 89.555836
epoch{136}, iter[48224], train loss: 71.379025, valid precision: 0.858600, valid loss: 89.620198
epoch{137}, iter[48576], train loss: 71.780612, valid precision: 0.861000, valid loss: 89.902213
epoch{138}, iter[48928], train loss: 71.588034, valid precision: 0.853200, valid loss: 92.688031
epoch{139}, iter[49280], train loss: 71.047484, valid precision: 0.852400, valid loss: 89.755686
epoch{140}, iter[49632], train loss: 71.392284, valid precision: 0.856200, valid loss: 91.616234
epoch{141}, iter[49984], train loss: 71.318015, valid precision: 0.854000, valid loss: 92.628781
epoch{142}, iter[50336], train loss: 65.735976, valid precision: 0.867000, valid loss: 86.292823
epoch{143}, iter[50688], train loss: 61.594375, valid precision: 0.868600, valid loss: 85.524953
epoch{144}, iter[51040], train loss: 59.419794, valid precision: 0.869200, valid loss: 85.826663
epoch{145}, iter[51392], train loss: 58.253820, valid precision: 0.873200, valid loss: 84.603495
epoch{146}, iter[51744], train loss: 57.742067, valid precision: 0.873000, valid loss: 84.299444
epoch{147}, iter[52096], train loss: 57.334781, valid precision: 0.871800, valid loss: 84.132913
epoch{148}, iter[52448], train loss: 56.205755, valid precision: 0.872800, valid loss: 84.140654
epoch{149}, iter[52800], train loss: 55.680861, valid precision: 0.871400, valid loss: 83.682189
epoch{150}, iter[53152], train loss: 54.568462, valid precision: 0.872800, valid loss: 84.211626
epoch{151}, iter[53504], train loss: 53.641709, valid precision: 0.877400, valid loss: 84.148444
epoch{152}, iter[53856], train loss: 53.358157, valid precision: 0.875800, valid loss: 84.900604
epoch{153}, iter[54208], train loss: 52.359494, valid precision: 0.875400, valid loss: 84.477269
epoch{154}, iter[54560], train loss: 52.461865, valid precision: 0.874200, valid loss: 83.797441
epoch{155}, iter[54912], train loss: 51.734117, valid precision: 0.878000, valid loss: 84.457067
epoch{156}, iter[55264], train loss: 52.318958, valid precision: 0.876200, valid loss: 83.355386
epoch{157}, iter[55616], train loss: 51.097486, valid precision: 0.878200, valid loss: 83.892944
epoch{158}, iter[55968], train loss: 50.786336, valid precision: 0.876800, valid loss: 83.615327
epoch{159}, iter[56320], train loss: 49.634452, valid precision: 0.875800, valid loss: 84.191809
epoch{160}, iter[56672], train loss: 50.213688, valid precision: 0.877800, valid loss: 83.567656
epoch{161}, iter[57024], train loss: 49.573358, valid precision: 0.876600, valid loss: 84.073558
epoch{162}, iter[57376], train loss: 48.732970, valid precision: 0.877800, valid loss: 84.198772
epoch{163}, iter[57728], train loss: 48.566108, valid precision: 0.875000, valid loss: 84.326526
epoch{164}, iter[58080], train loss: 48.230042, valid precision: 0.877400, valid loss: 84.304661
epoch{165}, iter[58432], train loss: 48.674641, valid precision: 0.881400, valid loss: 83.562855
epoch{166}, iter[58784], train loss: 48.108668, valid precision: 0.879800, valid loss: 83.734767
epoch{167}, iter[59136], train loss: 47.375479, valid precision: 0.876200, valid loss: 83.997049
epoch{168}, iter[59488], train loss: 46.947960, valid precision: 0.878200, valid loss: 83.731401
epoch{169}, iter[59840], train loss: 46.575443, valid precision: 0.877400, valid loss: 83.906367
epoch{170}, iter[60192], train loss: 46.745509, valid precision: 0.877800, valid loss: 84.092978
epoch{171}, iter[60544], train loss: 46.540461, valid precision: 0.876400, valid loss: 83.849613
epoch{172}, iter[60896], train loss: 46.161851, valid precision: 0.877800, valid loss: 83.585212
epoch{173}, iter[61248], train loss: 46.274155, valid precision: 0.879000, valid loss: 83.374959
epoch{174}, iter[61600], train loss: 45.506457, valid precision: 0.878600, valid loss: 82.948647
epoch{175}, iter[61952], train loss: 45.135780, valid precision: 0.879600, valid loss: 82.827380
epoch{176}, iter[62304], train loss: 45.259657, valid precision: 0.883000, valid loss: 83.297149
epoch{177}, iter[62656], train loss: 44.518180, valid precision: 0.879400, valid loss: 83.231227
epoch{178}, iter[63008], train loss: 44.557034, valid precision: 0.880800, valid loss: 83.645224
epoch{179}, iter[63360], train loss: 44.032089, valid precision: 0.880600, valid loss: 82.823184
epoch{180}, iter[63712], train loss: 43.538620, valid precision: 0.881600, valid loss: 83.230451
epoch{181}, iter[64064], train loss: 43.775476, valid precision: 0.882400, valid loss: 82.952919
epoch{182}, iter[64416], train loss: 43.566959, valid precision: 0.883000, valid loss: 82.356402
epoch{183}, iter[64768], train loss: 43.332340, valid precision: 0.883200, valid loss: 81.883498
epoch{184}, iter[65120], train loss: 42.573531, valid precision: 0.882200, valid loss: 82.009428
epoch{185}, iter[65472], train loss: 42.758802, valid precision: 0.881400, valid loss: 81.609041
epoch{186}, iter[65824], train loss: 42.917215, valid precision: 0.880000, valid loss: 82.117178
epoch{187}, iter[66176], train loss: 42.309340, valid precision: 0.879400, valid loss: 83.389891
epoch{188}, iter[66528], train loss: 42.764538, valid precision: 0.879800, valid loss: 82.334855
epoch{189}, iter[66880], train loss: 41.780935, valid precision: 0.878400, valid loss: 83.452436
epoch{190}, iter[67232], train loss: 41.508784, valid precision: 0.881400, valid loss: 83.027510
epoch{191}, iter[67584], train loss: 41.489222, valid precision: 0.879200, valid loss: 82.888705
epoch{192}, iter[67936], train loss: 41.374410, valid precision: 0.881000, valid loss: 83.129962
epoch{193}, iter[68288], train loss: 41.129925, valid precision: 0.880600, valid loss: 83.083120
epoch{194}, iter[68640], train loss: 41.011345, valid precision: 0.879000, valid loss: 83.914079
epoch{195}, iter[68992], train loss: 40.602224, valid precision: 0.878200, valid loss: 83.783892
epoch{196}, iter[69344], train loss: 40.933493, valid precision: 0.881600, valid loss: 82.418532
epoch{197}, iter[69696], train loss: 40.183213, valid precision: 0.880800, valid loss: 82.517341
epoch{198}, iter[70048], train loss: 39.690047, valid precision: 0.883200, valid loss: 83.165820
epoch{199}, iter[70400], train loss: 39.755010, valid precision: 0.882000, valid loss: 83.243255
epoch{200}, iter[70752], train loss: 39.596245, valid precision: 0.880000, valid loss: 82.514223
epoch{201}, iter[71104], train loss: 39.476713, valid precision: 0.883200, valid loss: 82.582437
epoch{202}, iter[71456], train loss: 39.214495, valid precision: 0.882600, valid loss: 82.315939
epoch{203}, iter[71808], train loss: 39.464317, valid precision: 0.884200, valid loss: 82.944754
epoch{204}, iter[72160], train loss: 38.944994, valid precision: 0.883000, valid loss: 83.215485
epoch{205}, iter[72512], train loss: 39.034000, valid precision: 0.884800, valid loss: 83.033612
epoch{206}, iter[72864], train loss: 38.737039, valid precision: 0.883200, valid loss: 83.941262
epoch{207}, iter[73216], train loss: 38.605137, valid precision: 0.888400, valid loss: 82.648721
epoch{208}, iter[73568], train loss: 38.654987, valid precision: 0.883000, valid loss: 83.526642
epoch{209}, iter[73920], train loss: 38.121288, valid precision: 0.881800, valid loss: 84.280063
epoch{210}, iter[74272], train loss: 37.932836, valid precision: 0.879800, valid loss: 84.522895
epoch{211}, iter[74624], train loss: 38.139881, valid precision: 0.878600, valid loss: 84.569662
epoch{212}, iter[74976], train loss: 37.980529, valid precision: 0.883000, valid loss: 84.164586
epoch{213}, iter[75328], train loss: 37.378206, valid precision: 0.881800, valid loss: 84.393302
epoch{214}, iter[75680], train loss: 37.448420, valid precision: 0.881800, valid loss: 84.777518
epoch{215}, iter[76032], train loss: 36.887684, valid precision: 0.882800, valid loss: 85.331540
epoch{216}, iter[76384], train loss: 37.209720, valid precision: 0.883000, valid loss: 84.116571
epoch{217}, iter[76736], train loss: 36.825331, valid precision: 0.883800, valid loss: 84.299147
epoch{218}, iter[77088], train loss: 37.206441, valid precision: 0.884200, valid loss: 83.744567
epoch{219}, iter[77440], train loss: 36.741146, valid precision: 0.883600, valid loss: 84.079420
epoch{220}, iter[77792], train loss: 36.773318, valid precision: 0.882400, valid loss: 84.355026
epoch{221}, iter[78144], train loss: 36.389624, valid precision: 0.881000, valid loss: 84.671395
epoch{222}, iter[78496], train loss: 36.593317, valid precision: 0.883600, valid loss: 84.606496
epoch{223}, iter[78848], train loss: 36.461299, valid precision: 0.882200, valid loss: 84.504781
epoch{224}, iter[79200], train loss: 35.786438, valid precision: 0.883400, valid loss: 84.048899
