nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 5.98GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
epoch{0}, iter[352], train loss: 221.654914, valid precision: 0.584200, valid loss: 149.736982
epoch{1}, iter[704], train loss: 153.783054, valid precision: 0.670600, valid loss: 120.801171
epoch{2}, iter[1056], train loss: 135.797914, valid precision: 0.697400, valid loss: 113.090293
epoch{3}, iter[1408], train loss: 126.046294, valid precision: 0.721800, valid loss: 103.109602
epoch{4}, iter[1760], train loss: 119.237142, valid precision: 0.754000, valid loss: 97.596052
epoch{5}, iter[2112], train loss: 114.639730, valid precision: 0.756600, valid loss: 97.369717
epoch{6}, iter[2464], train loss: 111.816869, valid precision: 0.764600, valid loss: 93.534192
epoch{7}, iter[2816], train loss: 109.585250, valid precision: 0.767600, valid loss: 94.103404
epoch{8}, iter[3168], train loss: 107.192673, valid precision: 0.787600, valid loss: 90.898134
epoch{9}, iter[3520], train loss: 105.785503, valid precision: 0.790600, valid loss: 92.024428
epoch{10}, iter[3872], train loss: 105.142061, valid precision: 0.782600, valid loss: 93.839123
epoch{11}, iter[4224], train loss: 105.559857, valid precision: 0.796800, valid loss: 91.543259
epoch{12}, iter[4576], train loss: 103.821337, valid precision: 0.802400, valid loss: 90.639443
epoch{13}, iter[4928], train loss: 102.209385, valid precision: 0.802200, valid loss: 91.933724
epoch{14}, iter[5280], train loss: 103.704901, valid precision: 0.806200, valid loss: 90.825657
epoch{15}, iter[5632], train loss: 103.224417, valid precision: 0.809000, valid loss: 92.065282
epoch{16}, iter[5984], train loss: 102.440159, valid precision: 0.805800, valid loss: 92.699334
epoch{17}, iter[6336], train loss: 101.795221, valid precision: 0.810000, valid loss: 93.306323
epoch{18}, iter[6688], train loss: 101.943756, valid precision: 0.802800, valid loss: 97.877839
epoch{19}, iter[7040], train loss: 102.406425, valid precision: 0.813200, valid loss: 94.329147
epoch{20}, iter[7392], train loss: 100.661676, valid precision: 0.820800, valid loss: 92.974806
epoch{21}, iter[7744], train loss: 100.779545, valid precision: 0.812400, valid loss: 95.335850
epoch{22}, iter[8096], train loss: 99.458869, valid precision: 0.813800, valid loss: 96.053178
epoch{23}, iter[8448], train loss: 99.636413, valid precision: 0.817200, valid loss: 95.189550
epoch{24}, iter[8800], train loss: 99.365703, valid precision: 0.823800, valid loss: 92.910317
epoch{25}, iter[9152], train loss: 98.434801, valid precision: 0.817600, valid loss: 96.603720
epoch{26}, iter[9504], train loss: 98.773135, valid precision: 0.825600, valid loss: 93.318107
epoch{27}, iter[9856], train loss: 96.573685, valid precision: 0.819400, valid loss: 94.768820
epoch{28}, iter[10208], train loss: 96.039676, valid precision: 0.832000, valid loss: 92.872126
epoch{29}, iter[10560], train loss: 96.618715, valid precision: 0.819600, valid loss: 97.174216
epoch{30}, iter[10912], train loss: 95.816542, valid precision: 0.832200, valid loss: 95.817066
epoch{31}, iter[11264], train loss: 95.463840, valid precision: 0.830000, valid loss: 92.423700
epoch{32}, iter[11616], train loss: 94.942140, valid precision: 0.828800, valid loss: 94.686004
epoch{33}, iter[11968], train loss: 94.456584, valid precision: 0.836800, valid loss: 93.946012
epoch{34}, iter[12320], train loss: 94.191581, valid precision: 0.833000, valid loss: 93.818387
epoch{35}, iter[12672], train loss: 93.766113, valid precision: 0.831000, valid loss: 94.749468
epoch{36}, iter[13024], train loss: 92.730723, valid precision: 0.833200, valid loss: 94.962107
epoch{37}, iter[13376], train loss: 92.612313, valid precision: 0.828200, valid loss: 94.198681
epoch{38}, iter[13728], train loss: 92.919600, valid precision: 0.833800, valid loss: 93.431508
epoch{39}, iter[14080], train loss: 91.141236, valid precision: 0.832600, valid loss: 93.986020
epoch{40}, iter[14432], train loss: 91.634105, valid precision: 0.838600, valid loss: 92.972515
