nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 5.98GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 2412 get requests, put_count=2104 evicted_count=1000 eviction_rate=0.475285 and unsatisfied allocation rate=0.583748
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 100 to 110
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 3618 get requests, put_count=3615 evicted_count=1000 eviction_rate=0.276625 and unsatisfied allocation rate=0.283582
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 256 to 281
epoch{0}, iter[352], train loss: 216.094306, valid precision: 0.537000, valid loss: 167.792976
epoch{1}, iter[704], train loss: 153.070335, valid precision: 0.659800, valid loss: 123.664234
epoch{2}, iter[1056], train loss: 122.135770, valid precision: 0.728600, valid loss: 102.510660
epoch{3}, iter[1408], train loss: 105.473979, valid precision: 0.761600, valid loss: 90.117906
epoch{4}, iter[1760], train loss: 95.273574, valid precision: 0.776400, valid loss: 84.627268
epoch{5}, iter[2112], train loss: 88.475526, valid precision: 0.792400, valid loss: 79.921490
epoch{6}, iter[2464], train loss: 83.025143, valid precision: 0.802800, valid loss: 75.662501
epoch{7}, iter[2816], train loss: 79.373366, valid precision: 0.803200, valid loss: 75.139672
epoch{8}, iter[3168], train loss: 75.703133, valid precision: 0.813800, valid loss: 72.351356
epoch{9}, iter[3520], train loss: 73.412217, valid precision: 0.823200, valid loss: 69.986353
epoch{10}, iter[3872], train loss: 70.776781, valid precision: 0.822800, valid loss: 69.161900
epoch{11}, iter[4224], train loss: 69.497175, valid precision: 0.827200, valid loss: 69.336031
epoch{12}, iter[4576], train loss: 66.956684, valid precision: 0.831400, valid loss: 69.098156
epoch{13}, iter[4928], train loss: 65.732143, valid precision: 0.841000, valid loss: 65.520745
epoch{14}, iter[5280], train loss: 64.119598, valid precision: 0.844800, valid loss: 66.172553
epoch{15}, iter[5632], train loss: 63.179145, valid precision: 0.847000, valid loss: 65.416403
epoch{16}, iter[5984], train loss: 61.382010, valid precision: 0.846600, valid loss: 65.643991
epoch{17}, iter[6336], train loss: 60.267306, valid precision: 0.844400, valid loss: 64.600199
epoch{18}, iter[6688], train loss: 60.187921, valid precision: 0.848800, valid loss: 65.911821
epoch{19}, iter[7040], train loss: 58.733374, valid precision: 0.851200, valid loss: 65.189679
epoch{20}, iter[7392], train loss: 57.955495, valid precision: 0.863200, valid loss: 62.755621
epoch{21}, iter[7744], train loss: 56.899501, valid precision: 0.851800, valid loss: 64.992998
epoch{22}, iter[8096], train loss: 56.178566, valid precision: 0.855800, valid loss: 64.549073
epoch{23}, iter[8448], train loss: 55.830853, valid precision: 0.860000, valid loss: 63.216590
epoch{24}, iter[8800], train loss: 54.267913, valid precision: 0.850600, valid loss: 65.487578
epoch{25}, iter[9152], train loss: 54.874669, valid precision: 0.862000, valid loss: 64.263033
epoch{26}, iter[9504], train loss: 53.345215, valid precision: 0.858400, valid loss: 65.324049
epoch{27}, iter[9856], train loss: 53.938429, valid precision: 0.861800, valid loss: 65.876372
epoch{28}, iter[10208], train loss: 52.541986, valid precision: 0.865600, valid loss: 64.371924
epoch{29}, iter[10560], train loss: 51.910974, valid precision: 0.859200, valid loss: 66.405109
epoch{30}, iter[10912], train loss: 51.807049, valid precision: 0.864200, valid loss: 65.044964
epoch{31}, iter[11264], train loss: 51.520097, valid precision: 0.865800, valid loss: 64.492787
epoch{32}, iter[11616], train loss: 51.443381, valid precision: 0.862000, valid loss: 65.048599
epoch{33}, iter[11968], train loss: 50.463348, valid precision: 0.864200, valid loss: 65.429162
epoch{34}, iter[12320], train loss: 50.242345, valid precision: 0.870800, valid loss: 66.177879
epoch{35}, iter[12672], train loss: 49.506300, valid precision: 0.869000, valid loss: 65.708522
epoch{36}, iter[13024], train loss: 49.782208, valid precision: 0.868600, valid loss: 65.222858
epoch{37}, iter[13376], train loss: 49.530535, valid precision: 0.872800, valid loss: 64.412838
epoch{38}, iter[13728], train loss: 49.054911, valid precision: 0.873200, valid loss: 64.909738
