nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 5.98GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 3069 get requests, put_count=2973 evicted_count=1000 eviction_rate=0.336361 and unsatisfied allocation rate=0.389703
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 100 to 110
epoch{0}, iter[352], train loss: 204.713004, valid precision: 0.578600, valid loss: 154.874994
epoch{1}, iter[704], train loss: 146.363185, valid precision: 0.663400, valid loss: 123.470159
epoch{2}, iter[1056], train loss: 120.594962, valid precision: 0.727800, valid loss: 101.386199
epoch{3}, iter[1408], train loss: 106.502992, valid precision: 0.761400, valid loss: 88.899106
epoch{4}, iter[1760], train loss: 97.166766, valid precision: 0.779000, valid loss: 83.838187
epoch{5}, iter[2112], train loss: 90.350634, valid precision: 0.790400, valid loss: 78.249836
epoch{6}, iter[2464], train loss: 85.122164, valid precision: 0.784600, valid loss: 79.144579
epoch{7}, iter[2816], train loss: 81.727279, valid precision: 0.794600, valid loss: 77.166487
epoch{8}, iter[3168], train loss: 78.872099, valid precision: 0.806400, valid loss: 72.316427
epoch{9}, iter[3520], train loss: 75.402065, valid precision: 0.811200, valid loss: 71.503949
epoch{10}, iter[3872], train loss: 73.391846, valid precision: 0.820600, valid loss: 69.149406
epoch{11}, iter[4224], train loss: 71.720510, valid precision: 0.817200, valid loss: 68.170180
epoch{12}, iter[4576], train loss: 69.427145, valid precision: 0.822200, valid loss: 68.986446
epoch{13}, iter[4928], train loss: 67.774579, valid precision: 0.831800, valid loss: 64.753172
epoch{14}, iter[5280], train loss: 65.871997, valid precision: 0.831000, valid loss: 67.388650
epoch{15}, iter[5632], train loss: 64.865948, valid precision: 0.833200, valid loss: 66.045895
epoch{16}, iter[5984], train loss: 63.734801, valid precision: 0.835800, valid loss: 65.672584
epoch{17}, iter[6336], train loss: 62.797431, valid precision: 0.837200, valid loss: 65.251506
epoch{18}, iter[6688], train loss: 61.362402, valid precision: 0.837800, valid loss: 65.890767
epoch{19}, iter[7040], train loss: 60.573223, valid precision: 0.845000, valid loss: 64.175304
epoch{20}, iter[7392], train loss: 59.165992, valid precision: 0.847200, valid loss: 63.679088
epoch{21}, iter[7744], train loss: 58.805940, valid precision: 0.841200, valid loss: 64.903402
epoch{22}, iter[8096], train loss: 57.990511, valid precision: 0.847600, valid loss: 64.460716
epoch{23}, iter[8448], train loss: 57.435585, valid precision: 0.845600, valid loss: 64.224755
epoch{24}, iter[8800], train loss: 56.299389, valid precision: 0.849800, valid loss: 62.474651
epoch{25}, iter[9152], train loss: 55.588289, valid precision: 0.850800, valid loss: 64.953446
epoch{26}, iter[9504], train loss: 54.871907, valid precision: 0.856800, valid loss: 61.941400
epoch{27}, iter[9856], train loss: 53.825752, valid precision: 0.857400, valid loss: 61.704592
epoch{28}, iter[10208], train loss: 54.225021, valid precision: 0.850600, valid loss: 63.820490
epoch{29}, iter[10560], train loss: 53.765115, valid precision: 0.854800, valid loss: 63.541769
epoch{30}, iter[10912], train loss: 52.730240, valid precision: 0.850400, valid loss: 63.493027
epoch{31}, iter[11264], train loss: 52.503680, valid precision: 0.849000, valid loss: 64.532694
epoch{32}, iter[11616], train loss: 51.953111, valid precision: 0.854000, valid loss: 62.241156
epoch{33}, iter[11968], train loss: 51.496074, valid precision: 0.857200, valid loss: 62.259008
epoch{34}, iter[12320], train loss: 51.135082, valid precision: 0.851200, valid loss: 64.194686
epoch{35}, iter[12672], train loss: 50.567322, valid precision: 0.859200, valid loss: 63.737770
epoch{36}, iter[13024], train loss: 50.290739, valid precision: 0.856600, valid loss: 63.575471
