nohup: ignoring input
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:83:00.0
Total memory: 11.90GiB
Free memory: 3.19GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:83:00.0)
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 2295 get requests, put_count=1972 evicted_count=1000 eviction_rate=0.507099 and unsatisfied allocation rate=0.620044
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 100 to 110
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 3060 get requests, put_count=2943 evicted_count=1000 eviction_rate=0.339789 and unsatisfied allocation rate=0.372549
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 256 to 281
epoch{0}, iter[352], train loss: 222.840345, valid precision: 0.511000, valid loss: 175.459425
epoch{1}, iter[704], train loss: 160.275650, valid precision: 0.620000, valid loss: 137.841048
epoch{2}, iter[1056], train loss: 130.205418, valid precision: 0.703000, valid loss: 110.334655
epoch{3}, iter[1408], train loss: 111.523847, valid precision: 0.744400, valid loss: 96.152817
epoch{4}, iter[1760], train loss: 99.648944, valid precision: 0.760200, valid loss: 91.297877
epoch{5}, iter[2112], train loss: 92.345450, valid precision: 0.779400, valid loss: 84.148591
epoch{6}, iter[2464], train loss: 85.565876, valid precision: 0.786800, valid loss: 81.278653
epoch{7}, iter[2816], train loss: 81.620027, valid precision: 0.801600, valid loss: 76.849692
epoch{8}, iter[3168], train loss: 77.752461, valid precision: 0.803400, valid loss: 76.919846
epoch{9}, iter[3520], train loss: 75.357529, valid precision: 0.808600, valid loss: 73.796673
epoch{10}, iter[3872], train loss: 72.656156, valid precision: 0.807800, valid loss: 75.590655
epoch{11}, iter[4224], train loss: 71.136341, valid precision: 0.825800, valid loss: 70.903115
epoch{12}, iter[4576], train loss: 68.225659, valid precision: 0.825400, valid loss: 70.627923
epoch{13}, iter[4928], train loss: 67.098615, valid precision: 0.831400, valid loss: 69.475939
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 3906855 get requests, put_count=3906865 evicted_count=3000 eviction_rate=0.000767879 and unsatisfied allocation rate=0.000777864
epoch{14}, iter[5280], train loss: 65.274455, valid precision: 0.837400, valid loss: 67.802167
epoch{15}, iter[5632], train loss: 64.212614, valid precision: 0.830800, valid loss: 68.440801
epoch{16}, iter[5984], train loss: 62.224103, valid precision: 0.839800, valid loss: 68.800264
epoch{17}, iter[6336], train loss: 61.913710, valid precision: 0.837800, valid loss: 68.966420
epoch{18}, iter[6688], train loss: 60.925358, valid precision: 0.845600, valid loss: 67.553455
epoch{19}, iter[7040], train loss: 59.857917, valid precision: 0.843400, valid loss: 68.531915
epoch{20}, iter[7392], train loss: 58.644798, valid precision: 0.848000, valid loss: 66.805373
epoch{21}, iter[7744], train loss: 57.687438, valid precision: 0.847600, valid loss: 66.981086
epoch{22}, iter[8096], train loss: 57.340248, valid precision: 0.848200, valid loss: 66.966327
epoch{23}, iter[8448], train loss: 55.934260, valid precision: 0.849400, valid loss: 67.948161
epoch{24}, iter[8800], train loss: 55.236970, valid precision: 0.859600, valid loss: 65.615562
epoch{25}, iter[9152], train loss: 54.692467, valid precision: 0.855800, valid loss: 64.733834
epoch{26}, iter[9504], train loss: 54.857403, valid precision: 0.851000, valid loss: 67.510996
